"TOA5","Sanddune-Pen-2","CR1000","60956","CR1000.Std.28.02","CPU:FIELD_READY_PEN_1.CR1","36561","ATMOS14_Table"
"TIMESTAMP","RECORD","vaporPress_Avg","temperature_Avg","relativeHumidity_Avg","atmosphericPress_Avg","vaporPress_Max","temperature_Max","relativeHumidity_Max","atmosphericPress_Max","vaporPress_Min","temperature_Min","relativeHumidity_Min","atmosphericPress_Min","vaporPress_Std","temperature_Std","relativeHumidity_Std","atmosphericPress_Std"
"TS","RN","kPa","C","unitless","kPa","kPa","C","unitless","kPa","kPa","C","unitless","kPa","kPa","C","unitless","kPa"
"","","Avg","Avg","Avg","Avg","Max","Max","Max","Max","Min","Min","Min","Min","Std","Std","Std","Std"
"1990-07-28 16:45:00",0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0,"NAN",0,0,0
"2021-05-25 08:30:00",1,0.553,7.418,0.536,80.3,0.565,7.7,0.549,80.3,0.543,7,0.525,80.3,0.005,0.22,0.006,0.006
"2021-05-25 08:45:00",2,0.559,7.827,0.528,80.3,0.569,8.1,0.537,80.3,0.545,7.4,0.519,80.3,0.005,0.2,0.005,0.005
"2021-05-25 09:00:00",3,0.564,8.37,0.513,80.3,0.579,8.8,0.524,80.3,0.556,7.9,0.502,80.3,0.005,0.225,0.007,0.005
"2021-05-25 09:15:00",4,0.569,9.12,0.492,80.3,0.584,9.4,0.509,80.3,0.562,8.8,0.481,80.3,0.005,0.199,0.007,0.005
"2021-05-25 09:30:00",5,0.573,9.61,0.479,80.3,0.59,10.2,0.49,80.3,0.562,9.3,0.465,80.3,0.006,0.239,0.005,0.005
"2021-05-25 09:45:00",6,0.579,10.17,0.466,80.3,0.588,10.7,0.475,80.3,0.572,9.9,0.449,80.3,0.004,0.208,0.005,0.007
"2021-05-25 10:00:00",7,0.573,11.13,0.433,80.3,0.589,11.7,0.455,80.3,0.552,10.6,0.402,80.3,0.011,0.349,0.016,0.011
"2021-05-25 10:15:00",8,0.559,11.81,0.404,80.3,0.578,12.1,0.421,80.3,0.537,11.4,0.388,80.3,0.009,0.194,0.009,0.006
"2021-05-25 10:30:00",9,0.554,12.06,0.394,80.3,0.568,12.4,0.406,80.3,0.537,11.6,0.38,80.3,0.006,0.229,0.007,0.007
"2021-05-25 10:45:00",10,0.547,12.65,0.374,80.3,0.561,13,0.386,80.3,0.535,12.3,0.36,80.3,0.007,0.186,0.006,0.006
"2021-05-25 11:00:00",11,0.546,13.26,0.358,80.2,0.557,13.8,0.371,80.3,0.535,12.7,0.342,80.2,0.007,0.287,0.008,0.006
"2021-05-25 11:15:00",12,0.523,13.57,0.337,80.2,0.547,13.8,0.356,80.3,0.49,13.2,0.313,80.2,0.015,0.153,0.01,0.006
"2021-05-25 11:30:00",13,0.504,14.03,0.315,80.2,0.524,14.3,0.327,80.2,0.478,13.8,0.3,80.2,0.013,0.136,0.009,0.005
"2021-05-25 11:45:00",14,0.489,14.4,0.298,80.2,0.517,14.8,0.313,80.2,0.453,14.1,0.276,80.2,0.014,0.154,0.008,0.005
"2021-05-25 12:00:00",15,0.489,14.66,0.293,80.2,0.514,15.4,0.311,80.2,0.466,14.2,0.281,80.2,0.012,0.267,0.007,0.005
"2021-05-25 12:15:00",16,0.503,15.27,0.29,80.2,0.522,15.9,0.302,80.2,0.466,15,0.268,80.2,0.013,0.243,0.008,0.009
"2021-05-25 12:30:00",17,0.473,15.76,0.264,80.2,0.504,16.1,0.278,80.2,0.454,15.5,0.254,80.2,0.012,0.132,0.006,0.008
"2021-05-25 12:45:00",18,0.456,15.84,0.254,80.2,0.482,16.2,0.265,80.2,0.422,15.6,0.236,80.2,0.015,0.157,0.008,0.005
"2021-05-25 13:00:00",19,0.449,16.17,0.244,80.2,0.473,16.6,0.255,80.2,0.412,15.8,0.228,80.2,0.014,0.214,0.006,0.008
"2021-05-25 13:15:00",20,0.456,16.62,0.241,80.1,0.479,17.2,0.254,80.2,0.43,16,0.227,80.1,0.014,0.313,0.007,0.01
"2021-05-25 13:30:00",21,0.446,16.98,0.23,80.1,0.47,17.3,0.242,80.2,0.425,16.7,0.217,80.1,0.01,0.166,0.006,0.007
"2021-05-25 13:45:00",22,0.453,16.98,0.234,80.1,0.474,17.4,0.248,80.1,0.421,16.7,0.218,80.1,0.013,0.201,0.007,0.01
"2021-05-25 14:00:00",23,0.457,17.36,0.231,80.1,0.482,17.7,0.244,80.1,0.44,17,0.221,80.1,0.008,0.173,0.005,0.007
"2021-05-25 14:15:00",24,0.441,17.47,0.221,80.1,0.464,17.9,0.23,80.1,0.415,17,0.208,80.1,0.011,0.217,0.005,0.006
"2021-05-25 14:30:00",25,0.444,17.47,0.223,80.1,0.474,17.7,0.237,80.1,0.415,17.1,0.209,80.1,0.014,0.166,0.007,0.004
"2021-05-25 14:45:00",26,0.458,17.72,0.226,80.1,0.487,18.2,0.24,80.1,0.436,17.2,0.216,80.1,0.014,0.254,0.006,0.006
"2021-05-25 15:00:00",27,0.481,17.21,0.245,80.1,0.494,17.9,0.257,80.1,0.461,16.5,0.235,80.1,0.008,0.408,0.005,0.007
"2021-05-25 15:15:00",28,0.486,17.04,0.251,80.1,0.51,17.9,0.26,80.1,0.466,16.5,0.234,80.1,0.01,0.391,0.008,0.009
"2021-05-25 15:30:00",29,0.471,18.23,0.225,80.1,0.49,18.5,0.234,80.1,0.45,17.9,0.214,80.1,0.01,0.163,0.005,0.007
"2021-05-25 15:45:00",30,0.477,18.16,0.229,80.1,0.505,18.7,0.248,80.1,0.455,17.4,0.216,80.1,0.012,0.356,0.008,0.008
"2021-05-25 16:00:00",31,0.47,17.97,0.229,80.1,0.487,18.7,0.24,80.1,0.451,17.4,0.214,80,0.009,0.261,0.007,0.008
"2021-05-25 16:15:00",32,0.495,17.8,0.243,80.1,0.523,18.6,0.253,80.1,0.466,17,0.228,80,0.016,0.543,0.006,0.011
"2021-05-25 16:30:00",33,0.497,17.6,0.247,80,0.526,18.5,0.256,80.1,0.483,17.2,0.236,80,0.01,0.351,0.005,0.008
"2021-05-25 16:45:00",34,0.482,18.07,0.233,80,0.512,18.6,0.243,80.1,0.459,17.7,0.216,80,0.013,0.274,0.007,0.008
"2021-05-25 17:00:00",35,0.454,17.81,0.223,80,0.477,18.7,0.234,80,0.432,17.2,0.214,80,0.011,0.479,0.004,0.007
"2021-05-25 17:15:00",36,0.456,18.23,0.218,80,0.467,18.9,0.235,80,0.444,17.2,0.209,80,0.005,0.533,0.007,0.009
"2021-05-25 17:30:00",37,0.453,18.26,0.216,80,0.468,18.7,0.226,80,0.444,17.8,0.208,80,0.007,0.24,0.004,0.006
"2021-05-25 17:45:00",38,0.444,18.37,0.21,80,0.458,18.6,0.217,80,0.43,18.1,0.202,80,0.008,0.135,0.004,0.004
"2021-05-25 18:00:00",39,0.442,17.93,0.215,80,0.453,18.2,0.22,80,0.431,17.6,0.21,80,0.006,0.146,0.003,0.006
"2021-05-25 18:15:00",40,0.433,18.39,0.205,80,0.457,18.8,0.217,80,0.419,18.1,0.194,80,0.008,0.193,0.006,0.005
"2021-05-25 18:30:00",41,0.435,17.99,0.211,80,0.453,18.4,0.221,80,0.424,17.6,0.201,80,0.007,0.248,0.006,0.004
"2021-05-25 18:45:00",42,0.445,17.77,0.219,80,0.46,18,0.224,80,0.43,17.4,0.212,80,0.007,0.138,0.003,0.003
"2021-05-25 19:00:00",43,0.454,17.28,0.23,80,0.466,17.5,0.239,80,0.439,17.1,0.22,80,0.007,0.131,0.005,0
"2021-05-25 19:15:00",44,0.473,17.04,0.244,80,0.485,17.2,0.248,80,0.458,16.9,0.235,80,0.006,0.08,0.003,0.004
"2021-05-25 19:30:00",45,0.473,16.7,0.249,80,0.486,17,0.255,80,0.46,16.4,0.244,80,0.006,0.127,0.003,0.005
"2021-05-25 19:45:00",46,0.483,16.27,0.261,80.1,0.497,16.5,0.271,80.1,0.469,16.1,0.252,80,0.008,0.107,0.006,0.007
"2021-05-25 20:00:00",47,0.48,15.99,0.264,80.1,0.495,16.1,0.272,80.1,0.467,15.8,0.258,80.1,0.005,0.092,0.003,0.003
"2021-05-25 20:15:00",48,0.499,15.37,0.286,80.1,0.507,15.8,0.295,80.1,0.489,15,0.274,80.1,0.003,0.267,0.006,0.005
"2021-05-25 20:30:00",49,0.508,14.62,0.305,80.1,0.515,15,0.315,80.1,0.5,14.2,0.294,80.1,0.004,0.24,0.005,0.003
"2021-05-25 20:45:00",50,0.519,13.66,0.332,80.1,0.543,14.2,0.358,80.1,0.496,12.8,0.311,80.1,0.012,0.431,0.015,0.005
"2021-05-25 21:00:00",51,0.528,11.88,0.379,80.1,0.536,12.7,0.391,80.1,0.514,11.4,0.353,80.1,0.004,0.378,0.009,0.004
"2021-05-25 21:15:00",52,0.513,11.18,0.386,80.1,0.527,11.5,0.398,80.1,0.505,11,0.382,80.1,0.007,0.118,0.004,0.008
"2021-05-25 21:30:00",53,0.506,11.08,0.384,80.1,0.515,11.6,0.394,80.1,0.495,10.8,0.365,80.1,0.005,0.213,0.009,0.005
"2021-05-25 21:45:00",54,0.499,11.44,0.37,80.2,0.513,11.9,0.381,80.2,0.485,11.1,0.352,80.1,0.007,0.208,0.009,0.004
"2021-05-25 22:00:00",55,0.5,12.05,0.356,80.2,0.511,12.8,0.371,80.2,0.489,11.6,0.34,80.2,0.004,0.375,0.009,0.006
"2021-05-25 22:15:00",56,0.535,12.92,0.359,80.2,0.563,13,0.38,80.2,0.501,12.8,0.336,80.2,0.021,0.063,0.015,0.005
"2021-05-25 22:30:00",57,0.555,12.74,0.377,80.2,0.565,12.9,0.383,80.2,0.543,12.6,0.369,80.2,0.005,0.102,0.003,0.005
"2021-05-25 22:45:00",58,0.568,13.12,0.377,80.2,0.581,13.3,0.387,80.2,0.55,12.8,0.369,80.2,0.008,0.12,0.005,0.004
"2021-05-25 23:00:00",59,0.596,12.7,0.406,80.2,0.607,13,0.415,80.2,0.581,12.5,0.389,80.2,0.006,0.144,0.007,0.006
"2021-05-25 23:15:00",60,0.602,12.63,0.412,80.2,0.607,12.7,0.416,80.2,0.598,12.5,0.409,80.2,0.002,0.071,0.002,0.005
"2021-05-25 23:30:00",61,0.604,12.59,0.414,80.2,0.609,12.7,0.416,80.2,0.599,12.5,0.412,80.2,0.002,0.057,0.001,0.004
"2021-05-25 23:45:00",62,0.607,12.36,0.423,80.2,0.612,12.7,0.433,80.2,0.6,12,0.411,80.1,0.003,0.199,0.007,0.006
"2021-05-26 00:00:00",63,0.6,12.05,0.427,80.1,0.61,12.2,0.434,80.1,0.594,11.9,0.42,80.1,0.004,0.088,0.004,0.01
"2021-05-26 00:15:00",64,0.597,11.98,0.426,80.1,0.601,12.1,0.43,80.1,0.592,11.8,0.423,80.1,0.002,0.065,0.002,0.004
"2021-05-26 00:30:00",65,0.596,12.09,0.422,80.1,0.603,12.2,0.426,80.1,0.588,12,0.418,80.1,0.003,0.065,0.002,0.004
"2021-05-26 00:45:00",66,0.584,12.2,0.411,80.1,0.598,12.4,0.422,80.1,0.57,12.1,0.398,80,0.008,0.092,0.008,0.018
"2021-05-26 01:00:00",67,0.584,11.97,0.417,80,0.601,12.4,0.437,80,0.569,11.5,0.397,80,0.011,0.33,0.015,0.001
"2021-05-26 01:15:00",68,0.579,12.24,0.407,80,0.586,12.4,0.414,80.1,0.574,11.9,0.402,80,0.003,0.106,0.003,0.005
"2021-05-26 01:30:00",69,0.589,11.92,0.422,80,0.596,12.2,0.432,80,0.581,11.7,0.41,80,0.003,0.155,0.006,0.008
"2021-05-26 01:45:00",70,0.602,11.37,0.448,80,0.613,11.8,0.47,80,0.589,10.8,0.43,80,0.007,0.322,0.014,0.005
"2021-05-26 02:00:00",71,0.609,10.95,0.466,79.98,0.615,11.1,0.471,80,0.604,10.7,0.462,79.96,0.002,0.088,0.003,0.012
"2021-05-26 02:15:00",72,0.61,10.81,0.471,79.96,0.616,11.1,0.485,79.98,0.6,10.5,0.459,79.95,0.004,0.18,0.008,0.009
"2021-05-26 02:30:00",73,0.607,10.74,0.471,79.97,0.617,11.1,0.485,79.99,0.584,10.4,0.446,79.96,0.008,0.196,0.01,0.008
"2021-05-26 02:45:00",74,0.6,11.08,0.455,79.97,0.61,11.3,0.461,79.99,0.59,10.9,0.444,79.96,0.004,0.095,0.004,0.009
"2021-05-26 03:00:00",75,0.596,11.04,0.453,79.97,0.608,11.4,0.47,79.98,0.586,10.7,0.439,79.96,0.007,0.185,0.009,0.007
"2021-05-26 03:15:00",76,0.606,10.56,0.476,79.96,0.621,10.9,0.504,79.98,0.593,10,0.462,79.95,0.007,0.25,0.013,0.009
"2021-05-26 03:30:00",77,0.615,9.67,0.512,79.96,0.621,10,0.519,79.96,0.602,9.5,0.502,79.95,0.004,0.111,0.004,0.003
"2021-05-26 03:45:00",78,0.605,9.58,0.508,79.95,0.612,9.8,0.522,79.96,0.596,9.1,0.498,79.95,0.003,0.239,0.007,0.003
"2021-05-26 04:00:00",79,0.591,9.65,0.494,79.94,0.603,10.1,0.513,79.95,0.571,9.2,0.464,79.93,0.008,0.229,0.013,0.006
"2021-05-26 04:15:00",80,0.581,10.15,0.469,79.93,0.593,10.5,0.481,79.93,0.573,9.8,0.457,79.93,0.005,0.211,0.007,0
"2021-05-26 04:30:00",81,0.585,9.26,0.502,79.93,0.602,9.9,0.513,79.93,0.57,8.7,0.477,79.92,0.008,0.34,0.012,0.004
"2021-05-26 04:45:00",82,0.578,9.1,0.501,79.92,0.588,9.2,0.505,79.92,0.569,8.8,0.493,79.91,0.005,0.104,0.003,0.004
"2021-05-26 05:00:00",83,0.595,8.35,0.543,79.9,0.607,9.2,0.57,79.91,0.582,7.7,0.502,79.89,0.007,0.489,0.023,0.005
"2021-05-26 05:15:00",84,0.616,8.66,0.55,79.89,0.627,8.9,0.559,79.9,0.603,8.2,0.544,79.89,0.007,0.167,0.005,0.001
"2021-05-26 05:30:00",85,0.631,8.71,0.561,79.88,0.637,8.9,0.566,79.89,0.626,8.5,0.558,79.87,0.003,0.089,0.002,0.005
"2021-05-26 05:45:00",86,0.638,8,0.594,79.87,0.645,8.6,0.605,79.88,0.629,7.6,0.569,79.85,0.004,0.236,0.011,0.008
"2021-05-26 06:00:00",87,0.641,7.969,0.599,79.84,0.646,8.3,0.61,79.85,0.634,7.5,0.588,79.83,0.003,0.191,0.006,0.004
"2021-05-26 06:15:00",88,0.623,7.833,0.588,79.83,0.643,8.3,0.604,79.84,0.603,7.3,0.572,79.82,0.013,0.337,0.009,0.009
"2021-05-26 06:30:00",89,0.641,7.8,0.605,79.82,0.648,8.3,0.622,79.82,0.631,7.5,0.586,79.81,0.004,0.217,0.011,0.005
"2021-05-26 06:45:00",90,0.641,7.164,0.634,79.8,0.656,7.5,0.642,79.81,0.63,6.9,0.624,79.8,0.007,0.164,0.005,0.005
"2021-05-26 07:00:00",91,0.653,7.46,0.632,79.79,0.666,7.7,0.645,79.8,0.644,7.1,0.62,79.79,0.005,0.173,0.007,0.005
"2021-05-26 07:15:00",92,0.669,7.971,0.625,79.8,0.682,8.3,0.63,79.8,0.651,7.7,0.619,79.79,0.006,0.153,0.003,0.005
"2021-05-26 07:30:00",93,0.682,8.9,0.598,79.8,0.693,9.6,0.624,79.8,0.673,8.3,0.567,79.79,0.005,0.376,0.016,0.002
"2021-05-26 07:45:00",94,0.669,10.32,0.534,79.79,0.692,10.8,0.564,79.8,0.652,9.6,0.515,79.79,0.009,0.351,0.011,0.004
"2021-05-26 08:00:00",95,0.673,10.88,0.518,79.8,0.703,11,0.539,79.81,0.649,10.7,0.499,79.79,0.015,0.076,0.012,0.003
"2021-05-26 08:15:00",96,0.636,11.25,0.478,79.81,0.674,12.4,0.522,79.81,0.55,10.6,0.392,79.8,0.04,0.633,0.045,0.005
"2021-05-26 08:30:00",97,0.674,11.76,0.489,79.81,0.727,12.2,0.542,79.82,0.571,11.3,0.409,79.81,0.036,0.264,0.032,0.001
"2021-05-26 08:45:00",98,0.682,11.64,0.498,79.81,0.724,12.2,0.543,79.82,0.644,11.2,0.463,79.81,0.02,0.323,0.023,0.004
"2021-05-26 09:00:00",99,0.685,12.54,0.472,79.82,0.721,13.1,0.5,79.82,0.652,12.1,0.445,79.81,0.015,0.257,0.016,0.004
"2021-05-26 09:15:00",100,0.657,12.85,0.443,79.82,0.676,13.2,0.452,79.83,0.637,12.5,0.436,79.82,0.01,0.173,0.004,0.001
"2021-05-26 09:30:00",101,0.703,13.51,0.454,79.82,0.729,14.4,0.48,79.82,0.649,12.7,0.436,79.81,0.024,0.537,0.013,0.005
"2021-05-26 09:45:00",102,0.641,14.45,0.39,79.81,0.711,14.9,0.443,79.81,0.55,14,0.329,79.8,0.051,0.302,0.038,0.004
"2021-05-26 10:00:00",103,0.545,14.93,0.322,79.8,0.563,15.1,0.334,79.8,0.514,14.7,0.3,79.79,0.008,0.107,0.006,0.004
"2021-05-26 10:15:00",104,0.502,15.2,0.291,79.79,0.534,15.4,0.308,79.8,0.474,14.9,0.271,79.78,0.014,0.115,0.008,0.005
"2021-05-26 10:30:00",105,0.495,15.15,0.288,79.78,0.511,15.4,0.301,79.79,0.482,14.9,0.28,79.78,0.007,0.126,0.004,0.005
"2021-05-26 10:45:00",106,0.514,15.37,0.295,79.79,0.543,15.5,0.308,79.8,0.491,15.2,0.283,79.78,0.011,0.085,0.006,0.004
"2021-05-26 11:00:00",107,0.523,15.69,0.294,79.77,0.54,16.1,0.306,79.79,0.501,15.2,0.285,79.76,0.009,0.302,0.006,0.006
"2021-05-26 11:15:00",108,0.508,16.29,0.275,79.76,0.527,16.8,0.291,79.77,0.478,15.8,0.253,79.75,0.013,0.339,0.012,0.006
"2021-05-26 11:30:00",109,0.501,16.97,0.259,79.76,0.525,17.2,0.272,79.76,0.475,16.7,0.248,79.75,0.011,0.131,0.005,0.004
"2021-05-26 11:45:00",110,0.505,17.31,0.256,79.75,0.536,17.6,0.274,79.76,0.486,17,0.243,79.74,0.01,0.172,0.007,0.005
"2021-05-26 12:00:00",111,0.499,17.92,0.243,79.74,0.515,18.3,0.251,79.75,0.482,17.4,0.233,79.72,0.008,0.244,0.005,0.007
"2021-05-26 12:15:00",112,0.5,18.66,0.233,79.72,0.518,19,0.245,79.73,0.484,18.2,0.224,79.72,0.007,0.207,0.005,0.005
"2021-05-26 12:30:00",113,0.52,19.29,0.233,79.72,0.554,19.8,0.243,79.73,0.49,18.6,0.223,79.71,0.016,0.273,0.005,0.006
"2021-05-26 12:45:00",114,0.532,19.21,0.239,79.72,0.557,19.6,0.249,79.73,0.509,19,0.229,79.71,0.012,0.135,0.005,0.005
"2021-05-26 13:00:00",115,0.535,19.35,0.239,79.71,0.556,19.8,0.249,79.73,0.521,19,0.231,79.7,0.009,0.157,0.004,0.006
"2021-05-26 13:15:00",116,0.543,19.6,0.238,79.7,0.559,19.9,0.246,79.72,0.515,19.2,0.228,79.68,0.009,0.18,0.004,0.008
"2021-05-26 13:30:00",117,0.555,20.15,0.235,79.69,0.587,20.6,0.249,79.71,0.518,19.6,0.219,79.67,0.017,0.27,0.008,0.009
"2021-05-26 13:45:00",118,0.525,20.08,0.224,79.69,0.569,20.8,0.248,79.7,0.489,19.3,0.204,79.68,0.02,0.433,0.014,0.007
"2021-05-26 14:00:00",119,0.565,19.16,0.255,79.7,0.581,19.8,0.266,79.71,0.545,18.7,0.243,79.69,0.008,0.394,0.007,0.007
"2021-05-26 14:15:00",120,0.585,19.23,0.263,79.7,0.692,20,0.306,79.72,0.543,18.5,0.24,79.68,0.038,0.405,0.018,0.009
"2021-05-26 14:30:00",121,0.666,18.66,0.31,79.71,0.71,19.2,0.341,79.72,0.628,18.1,0.292,79.7,0.023,0.294,0.014,0.005
"2021-05-26 14:45:00",122,0.663,19.09,0.3,79.71,0.7,19.7,0.317,79.73,0.64,18.6,0.286,79.7,0.016,0.289,0.008,0.008
"2021-05-26 15:00:00",123,0.686,19.18,0.309,79.72,0.728,19.5,0.326,79.73,0.66,18.9,0.292,79.7,0.018,0.175,0.009,0.007
"2021-05-26 15:15:00",124,0.659,19.28,0.295,79.73,0.682,19.6,0.304,79.75,0.64,18.8,0.284,79.72,0.011,0.25,0.005,0.009
"2021-05-26 15:30:00",125,0.644,18.59,0.301,79.77,0.664,18.9,0.307,79.79,0.625,18.2,0.294,79.75,0.009,0.186,0.003,0.01
"2021-05-26 15:45:00",126,0.615,17.83,0.301,79.77,0.643,18.6,0.325,79.81,0.598,16.7,0.29,79.67,0.013,0.531,0.01,0.026
"2021-05-26 16:00:00",127,0.597,17.05,0.308,79.73,0.617,17.5,0.323,79.77,0.562,16.6,0.287,79.71,0.016,0.24,0.011,0.015
"2021-05-26 16:15:00",128,0.578,17.12,0.296,79.72,0.599,17.4,0.308,79.74,0.555,16.6,0.284,79.71,0.012,0.177,0.005,0.009
"2021-05-26 16:30:00",129,0.572,15.91,0.317,79.74,0.594,16.6,0.348,79.76,0.561,15.1,0.299,79.71,0.008,0.338,0.011,0.014
"2021-05-26 16:45:00",130,0.613,15.25,0.354,79.7,0.629,16,0.367,79.71,0.59,14.7,0.334,79.67,0.009,0.389,0.009,0.011
"2021-05-26 17:00:00",131,0.602,15.55,0.341,79.75,0.613,16.1,0.354,79.78,0.584,15.2,0.33,79.71,0.006,0.256,0.007,0.02
"2021-05-26 17:15:00",132,0.548,15.88,0.304,79.77,0.588,16.7,0.334,79.78,0.506,15.5,0.283,79.73,0.021,0.299,0.013,0.013
"2021-05-26 17:30:00",133,0.505,16.86,0.263,79.74,0.548,17.3,0.286,79.75,0.458,16.5,0.233,79.73,0.025,0.236,0.016,0.006
"2021-05-26 17:45:00",134,0.439,16.66,0.232,79.74,0.466,17.2,0.242,79.75,0.419,16.4,0.221,79.73,0.01,0.207,0.005,0.005
"2021-05-26 18:00:00",135,0.417,17.45,0.209,79.74,0.434,18.1,0.223,79.76,0.398,17,0.196,79.73,0.009,0.315,0.007,0.008
"2021-05-26 18:15:00",136,0.339,17.2,0.173,79.75,0.405,17.8,0.205,79.76,0.284,16.8,0.148,79.73,0.037,0.249,0.017,0.006
"2021-05-26 18:30:00",137,0.267,16.94,0.139,79.75,0.294,17.2,0.152,79.76,0.244,16.7,0.126,79.74,0.012,0.12,0.007,0.004
"2021-05-26 18:45:00",138,0.25,17.22,0.127,79.74,0.263,17.8,0.135,79.75,0.24,16.8,0.121,79.73,0.005,0.293,0.003,0.007
"2021-05-26 19:00:00",139,0.248,16.45,0.132,79.76,0.263,16.9,0.142,79.77,0.233,16.2,0.122,79.75,0.007,0.198,0.005,0.006
"2021-05-26 19:15:00",140,0.253,16.1,0.138,79.78,0.264,16.3,0.144,79.79,0.24,15.9,0.129,79.77,0.005,0.073,0.003,0.007
"2021-05-26 19:30:00",141,0.275,16.47,0.147,79.78,0.286,16.7,0.154,79.79,0.263,16.1,0.141,79.77,0.006,0.131,0.003,0.006
"2021-05-26 19:45:00",142,0.284,16.57,0.151,79.79,0.312,16.7,0.166,79.79,0.256,16.4,0.135,79.78,0.015,0.082,0.008,0.005
"2021-05-26 20:00:00",143,0.323,16.23,0.175,79.8,0.354,16.6,0.194,79.81,0.283,16,0.151,79.79,0.022,0.156,0.014,0.007
"2021-05-26 20:15:00",144,0.371,15.29,0.214,79.82,0.386,16,0.228,79.84,0.352,14.8,0.194,79.81,0.011,0.339,0.011,0.006
"2021-05-26 20:30:00",145,0.404,14.54,0.244,79.85,0.419,14.9,0.256,79.87,0.382,14.1,0.228,79.84,0.011,0.231,0.01,0.008
"2021-05-26 20:45:00",146,0.413,13.75,0.263,79.87,0.419,14.1,0.271,79.89,0.409,13.4,0.256,79.86,0.003,0.215,0.004,0.006
"2021-05-26 21:00:00",147,0.417,12.98,0.279,79.89,0.426,13.4,0.286,79.91,0.404,12.5,0.272,79.88,0.005,0.214,0.004,0.009
"2021-05-26 21:15:00",148,0.408,12.61,0.28,79.92,0.413,12.8,0.283,79.93,0.404,12.5,0.276,79.9,0.002,0.078,0.002,0.008
"2021-05-26 21:30:00",149,0.411,12.4,0.285,79.93,0.415,12.6,0.291,79.94,0.407,12.2,0.281,79.92,0.002,0.109,0.003,0.005
"2021-05-26 21:45:00",150,0.416,11.98,0.297,79.95,0.421,12.3,0.307,79.96,0.41,11.6,0.29,79.93,0.002,0.195,0.005,0.008
"2021-05-26 22:00:00",151,0.421,11.16,0.317,79.97,0.426,11.7,0.324,79.98,0.415,10.9,0.306,79.96,0.002,0.224,0.006,0.008
"2021-05-26 22:15:00",152,0.423,10.96,0.323,79.99,0.428,11.1,0.328,80,0.417,10.8,0.319,79.98,0.003,0.085,0.003,0.005
"2021-05-26 22:30:00",153,0.431,10.74,0.334,80,0.439,10.9,0.345,80,0.423,10.4,0.326,79.99,0.004,0.131,0.005,0.002
"2021-05-26 22:45:00",154,0.44,10.34,0.351,80,0.45,10.6,0.358,80,0.432,10.1,0.343,80,0.004,0.136,0.004,0.007
"2021-05-26 23:00:00",155,0.461,10.6,0.361,80,0.474,10.8,0.374,80,0.45,10.4,0.354,80,0.007,0.094,0.006,0.004
"2021-05-26 23:15:00",156,0.485,10.07,0.393,80,0.498,10.4,0.415,80,0.469,9.6,0.372,80,0.008,0.255,0.013,0.005
"2021-05-26 23:30:00",157,0.512,9.56,0.43,80,0.523,9.8,0.449,80,0.498,9.2,0.414,80,0.007,0.175,0.01,0.006
"2021-05-26 23:45:00",158,0.53,9.09,0.459,80,0.543,9.4,0.474,80.1,0.519,8.9,0.448,80,0.006,0.127,0.008,0.005
"2021-05-27 00:00:00",159,0.544,8.57,0.488,80,0.547,9,0.502,80.1,0.538,8.2,0.474,80,0.002,0.251,0.009,0.006
"2021-05-27 00:15:00",160,0.539,7.616,0.515,80,0.546,8.1,0.526,80,0.529,7.4,0.5,80,0.004,0.2,0.009,0.004
"2021-05-27 00:30:00",161,0.542,7.158,0.536,80,0.549,7.5,0.545,80,0.533,6.9,0.521,80,0.003,0.157,0.007,0.005
"2021-05-27 00:45:00",162,0.547,6.8,0.553,80,0.556,6.9,0.558,80.1,0.539,6.6,0.545,80,0.004,0.079,0.004,0.003
"2021-05-27 01:00:00",163,0.559,6.867,0.563,80,0.571,7.3,0.574,80.1,0.541,6.4,0.555,80,0.008,0.244,0.005,0.005
"2021-05-27 01:15:00",164,0.572,7.513,0.551,80.1,0.58,8,0.568,80.1,0.562,6.9,0.537,80.1,0.005,0.338,0.011,0.004
"2021-05-27 01:30:00",165,0.568,7.653,0.543,80.1,0.575,8.3,0.558,80.1,0.564,7.3,0.522,80.1,0.003,0.301,0.01,0.005
"2021-05-27 01:45:00",166,0.564,6.858,0.569,80,0.571,7.9,0.594,80.1,0.556,6.3,0.534,80,0.004,0.454,0.018,0.006
"2021-05-27 02:00:00",167,0.559,6.66,0.571,80,0.574,7.6,0.617,80.1,0.525,4.6,0.547,80,0.017,0.769,0.016,0.005
"2021-05-27 02:15:00",168,0.535,4.087,0.654,80,0.546,4.5,0.67,80,0.523,3.8,0.62,80,0.006,0.167,0.014,0.005
"2021-05-27 02:30:00",169,0.537,3.747,0.673,80,0.544,4,0.682,80,0.531,3.5,0.667,80,0.003,0.168,0.005,0.006
"2021-05-27 02:45:00",170,0.538,3.664,0.678,80,0.547,3.9,0.683,80,0.531,3.5,0.673,80,0.004,0.097,0.002,0.007
"2021-05-27 03:00:00",171,0.539,3.842,0.671,80,0.55,4.2,0.681,80,0.531,3.5,0.658,80,0.005,0.209,0.006,0.005
"2021-05-27 03:15:00",172,0.558,3.827,0.695,80,0.583,4.1,0.714,80,0.53,3.5,0.667,80,0.016,0.139,0.013,0.004
"2021-05-27 03:30:00",173,0.527,2.662,0.712,80,0.582,4,0.743,80,0.51,1.8,0.679,79.99,0.021,0.803,0.02,0.008
